19	413	4
169	379	3
41	267	8
2	473	9
122	259	9
89	318	5
126	465	1
37	259	2
53	278	2
162	117	5
108	284	6
143	270	1
169	392	9
94	312	3
142	398	3
22	111	7
24	393	2
118	371	9
199	63	5
33	259	6
105	407	1
30	465	9
148	104	7
194	274	5
10	337	2
30	230	2
65	79	1
173	76	4
163	155	9
162	373	9
85	186	9
3	130	3
143	304	6
19	346	7
90	62	9
178	380	4
120	32	0
127	31	9
94	489	5
177	331	5
63	165	7
195	310	8
34	3	3
195	240	8
63	62	0
38	191	8
36	245	1
174	39	0
136	332	5
180	104	4
153	117	6
140	310	6
94	444	1
198	171	2
73	240	2
90	121	1
94	92	0
42	179	4
118	241	2
24	176	1
132	412	7
23	437	8
155	319	3
110	97	6
22	290	5
82	263	2
121	140	9
195	210	0
171	469	4
112	486	3
138	159	2
12	454	2
10	186	3
19	219	5
196	69	7
183	254	7
32	453	0
120	316	7
18	87	3
162	382	2
28	130	3
138	188	7
118	359	6
184	103	4
121	465	6
53	140	6
147	141	6
115	260	3
114	148	8
53	219	6
94	255	5
161	402	5
134	151	4
131	200	6
154	408	6
84	363	6
192	304	2
87	238	2
188	315	9
70	145	3
65	499	6
126	412	1
31	434	4
45	417	1
16	256	8
68	86	6
172	204	3
29	245	3
13	479	8
52	80	2
172	7	7
142	22	2
53	292	3
131	419	3
175	16	9
98	368	4
71	54	6
87	457	4
70	440	5
143	223	0
106	451	5
46	380	2
10	257	6
194	232	3
64	100	8
103	207	0
196	124	1
179	21	8
76	418	5
123	352	3
3	109	3
27	78	9
164	99	7
197	7	5
110	45	0
99	200	5
149	323	4
8	326	4
28	108	9
191	303	1
173	258	1
107	156	4
83	492	4
75	246	1
30	367	7
90	410	3
1	378	6
127	379	8
28	326	0
82	32	8
192	209	6
78	468	3
105	375	9
85	150	8
141	132	4
161	155	5
153	105	8
145	342	4
187	486	7
21	218	3
28	453	3
34	409	0
124	90	0
13	8	1
69	112	6
198	383	0
158	241	3
151	115	2
188	117	5
135	197	3
159	79	1
20	105	6
99	411	7
157	423	3
148	221	2
78	185	7
84	403	5
131	332	6
24	63	6
40	90	1
161	54	6
173	158	2
86	232	5
11	30	2
26	125	2
121	144	5
16	368	2
139	460	3
183	274	6
49	201	6
93	451	1
78	427	6
75	297	6
166	202	5
191	197	3
90	188	5
22	391	6
123	175	5
85	327	6
95	479	8
122	190	7
110	71	9
161	58	6
165	296	8
87	339	8
25	89	3
57	19	9
100	474	2
157	98	2
82	106	6
152	269	4
35	279	1
181	415	5
71	318	4
167	243	8
3	269	5
150	27	6
111	43	5
24	19	6
198	414	5
41	281	1
174	359	6
38	29	1
81	479	2
78	34	0
85	471	1
102	210	6
136	299	2
29	403	5
24	344	4
23	215	5
84	218	4
73	433	7
16	104	9
147	474	1
120	259	3
115	233	4
10	461	9
102	299	2
41	80	0
96	344	7
191	389	6
19	81	5
15	391	0
41	382	1
41	180	4
16	171	0
3	459	4
65	426	9
192	129	7
96	177	3
83	365	5
7	292	8
7	332	8
29	431	5
124	114	8
21	473	0
108	258	4
60	140	7
5	367	1
32	59	2
92	318	9
170	342	7
20	370	7
111	156	8
147	4	4
89	367	5
142	72	4
39	399	2
176	279	1
104	263	0
65	86	0
55	131	1
98	372	8
34	242	2
149	462	8
107	470	5
185	253	2
192	219	6
194	438	3
39	408	6
81	461	3
107	345	4
12	304	9
16	141	0
169	149	0
140	451	4
18	426	3
191	469	2
188	208	9
162	332	7
156	430	7
118	407	9
184	449	2
61	188	9
60	461	9
120	398	1
154	145	6
87	90	3
50	340	0
188	390	8
179	333	6
90	157	3
22	361	1
2	368	8
146	145	4
154	478	4
133	197	9
97	400	7
20	192	0
35	177	5
70	143	1
113	312	8
49	51	8
45	460	6
197	325	1
164	432	7
13	207	1
179	339	2
168	375	7
151	13	6
28	220	9
129	234	2
32	93	4
71	382	5
178	352	7
116	74	1
142	341	5
75	171	8
128	398	6
170	239	4
154	311	1
5	339	2
188	439	1
75	467	4
178	232	4
47	241	6
28	140	8
181	36	1
2	31	4
28	395	7
115	35	9
55	472	6
106	294	8
159	99	6
144	452	2
188	243	8
163	215	7
183	223	5
45	392	5
134	94	6
45	46	8
180	123	4
82	317	6
42	172	5
32	231	5
145	196	3
168	113	5
133	401	4
144	404	0
11	257	6
40	329	4
104	11	9
43	108	0
85	1	7
134	420	4
117	41	7
65	287	8
194	315	7
30	186	5
193	229	9
26	51	7
136	327	1
193	54	4
158	137	3
134	347	2
109	336	0
96	62	6
23	300	7
170	238	5
28	7	3
85	399	3
157	373	7
184	274	1
101	10	0
51	308	4
30	92	1
115	270	1
107	372	4
51	123	8
17	156	1
87	384	9
165	466	6
60	168	0
151	318	1
73	198	3
41	123	8
85	284	3
169	474	6
178	374	1
125	135	2
74	218	1
34	24	9
140	168	8
25	51	9
55	131	4
23	371	7
93	220	3
17	69	1
195	271	0
150	481	4
18	6	3
131	220	5
92	350	4
60	354	1
116	472	4
66	272	1
130	147	9
70	290	8
178	321	3
49	115	6
146	44	5
126	400	9
68	425	4
127	243	5
53	430	6
48	49	6
105	343	6
73	21	0
167	62	2
184	403	7
147	330	6
126	452	4
166	412	4
186	498	6
17	440	5
169	273	2
152	178	9
68	27	2
8	356	7
129	441	9
20	409	8
181	427	7
139	412	6
143	344	8
60	333	3
18	426	8
113	477	2
88	98	7
166	238	5
196	131	9
59	131	3
49	471	5
193	69	2
76	62	8
172	184	5
167	323	7
167	257	1
25	381	8
130	327	0
84	292	2
39	97	6
137	151	6
119	150	3
87	496	0
20	402	2
84	167	2
65	471	8
156	130	7
23	448	9
110	479	0
30	119	2
25	146	5
196	426	1
141	314	0
62	44	1
167	485	2
96	355	0
167	104	7
38	241	3
32	330	1
28	255	0
111	140	3
191	426	3
13	395	3
96	7	0
161	461	5
177	436	1
168	84	4
4	476	6
141	419	8
61	179	1
146	365	6
67	106	5
164	431	2
25	313	5
143	267	8
27	408	0
129	9	6
126	22	0
5	70	9
187	81	3
86	336	5
184	287	2
74	181	4
179	125	0
184	332	6
86	319	9
81	218	3
123	142	2
93	195	8
166	38	9
74	349	0
117	241	0
193	65	1
179	379	7
92	294	8
13	118	1
4	128	9
33	343	2
134	499	8
83	482	4
22	310	3
82	62	8
128	268	8
181	25	5
136	239	7
57	332	2
149	398	5
49	267	0
112	20	3
29	329	9
191	266	5
176	373	6
118	271	4
84	96	6
36	232	7
190	123	9
43	62	0
158	89	0
77	460	9
40	492	0
88	398	5
100	142	0
79	497	9
57	224	3
95	451	7
130	261	1
13	99	2
153	243	5
184	26	3
6	1	7
61	202	8
85	331	2
24	414	5
136	254	8
20	238	3
144	349	5
136	44	0
100	179	2
140	261	8
16	483	5
10	182	8
27	130	3
148	448	4
178	110	4
86	424	3
183	106	0
188	135	1
41	76	8
139	479	7
32	292	7
181	473	5
96	52	9
39	329	1
195	154	9
145	45	2
111	140	1
106	478	3
115	447	5
85	388	8
10	165	4
18	300	9
196	391	7
153	216	3
39	203	2
48	97	1
26	329	1
84	166	0
142	466	4
152	495	5
51	401	0
142	32	7
123	84	5
71	43	5
50	221	4
27	225	6
91	393	4
120	497	5
164	466	6
157	103	2
7	421	3
166	124	8
29	263	1
39	71	0
36	55	7
161	149	4
113	6	5
112	51	9
4	130	8
86	197	8
124	297	9
175	187	2
194	360	8
169	262	4
185	462	3
154	146	2
73	369	1
189	59	1
163	58	2
20	89	7
20	190	8
6	147	0
157	274	1
137	396	3
144	376	2
164	294	2
190	449	8
80	166	7
189	13	8
170	295	6
18	165	2
126	89	4
47	310	3
155	59	3
91	474	5
63	309	1
140	311	0
30	165	9
165	173	1
169	128	4
186	27	2
10	68	3
159	326	1
115	304	0
94	151	8
42	202	0
59	302	9
24	401	4
145	361	0
169	103	9
21	389	8
125	478	7
21	217	6
35	165	2
49	200	3
75	274	1
79	100	1
26	234	6
163	381	7
110	141	0
41	315	5
16	244	7
50	297	8
142	90	5
172	143	0
4	176	1
170	386	6
88	467	1
123	158	8
159	84	0
3	483	4
100	53	1
13	106	2
73	481	1
156	300	9
74	91	7
85	411	4
181	222	0
158	249	0
144	147	6
78	439	7
140	276	7
198	7	9
53	443	8
151	472	2
34	121	2
32	168	4
63	111	8
89	72	6
105	261	5
191	335	7
126	187	2
97	154	9
68	18	9
52	477	0
195	335	8
154	333	9
107	203	0
168	129	4
131	175	1
33	149	5
191	221	9
138	380	1
68	102	3
28	398	8
133	462	8
162	422	7
124	309	7
94	178	6
164	498	2
62	458	9
52	360	5
48	419	5
186	173	6
8	370	2
98	72	0
132	118	0
80	445	1
9	241	1
51	13	0
140	361	3
177	129	8
156	493	0
51	376	4
47	376	8
155	390	7
124	252	0
64	202	1
56	23	5
138	457	2
91	6	6
190	50	5
49	493	7
26	369	6
37	474	7
91	271	9
68	427	1
11	195	0
128	125	8
172	149	1
179	235	6
114	316	7
182	50	4
62	26	4
42	253	0
39	254	8
121	455	3
180	145	6
86	75	6
124	123	5
79	199	7
78	280	0
165	362	5
136	415	1
35	437	0
42	183	0
162	397	9
79	248	7
188	400	2
88	303	9
43	288	4
99	6	7
74	484	5
69	156	1
39	91	5
17	494	9
93	43	0
20	202	5
23	305	8
128	42	9
128	75	3
153	348	5
186	34	8
126	491	6
118	142	7
130	238	4
121	320	7
144	324	6
186	226	2
6	97	1
12	389	2
137	18	1
17	497	2
135	144	5
109	383	8
110	16	0
158	276	1
110	132	6
115	256	1
92	225	8
187	150	0
146	45	6
60	499	0
2	127	6
65	214	9
152	227	6
86	209	7
72	207	2
187	188	2
1	465	4
117	228	4
146	128	3
157	425	2
198	41	5
150	266	2
119	242	0
198	27	7
56	364	7
184	39	7
195	289	0
134	317	9
86	277	1
11	245	8
109	157	2
102	467	5
132	92	8
40	124	6
185	159	0
145	209	1
34	431	4
6	234	7
42	443	2
156	294	8
2	337	6
12	198	8
35	103	2
120	148	7
63	53	7
76	44	8
35	278	9
42	266	5
35	40	6
177	200	5
129	408	2
178	219	3
12	495	2
102	217	5
101	349	6
184	94	3
97	378	1
102	187	6
62	477	3
20	221	2
6	491	5
41	408	6
42	364	4
36	150	0
132	31	1
157	168	9
8	323	1
24	68	1
92	179	2
109	132	6
80	455	7
188	117	0
29	447	9
74	416	2
133	140	4
42	163	7
136	75	8
157	205	4
118	154	2
56	340	4
176	179	0
166	191	3
70	331	9
135	425	1
89	383	9
109	489	6
72	82	7
164	113	5
110	274	9
95	187	6
101	161	0
16	171	1
42	363	4
37	347	6
73	39	9
50	296	8
40	403	0
110	94	2
192	376	1
198	370	8
175	391	0
2	336	1
83	397	4
70	168	8
166	448	8
126	477	1
19	425	0
109	236	0
153	380	5
89	375	3
141	135	3
190	128	4
188	491	2
123	80	2
102	480	3
102	147	5
12	452	7
122	245	4
82	56	8
116	416	8
151	171	4
161	99	8
179	69	0
150	241	9
50	324	3
106	18	8
83	176	9
6	142	8
60	58	3
99	412	1
62	297	2
187	18	0
46	374	7
22	422	2
131	368	6
55	336	3
38	180	9
35	347	6
190	149	4
50	8	1
48	368	3
67	201	1
51	281	3
60	424	0
125	53	0
137	364	8
170	491	2
55	331	5
73	350	6
47	38	5
117	348	4
27	300	4
90	235	0
161	459	4
187	14	2
123	448	2
97	264	2
189	172	4
22	140	1
140	112	3
51	342	8
74	376	5
166	162	9
92	76	3
48	4	6
144	289	3
136	148	4
78	220	3
179	489	2
184	180	0
121	36	8
23	36	3
63	199	8
178	369	4
61	255	5
103	222	4
58	353	2
65	303	2
168	354	0
126	82	4
121	17	2
13	354	2
112	424	8
197	357	9
68	109	7
82	467	6
48	399	9
89	252	3
161	355	0
153	220	1
76	59	5
32	350	3
105	176	0
120	457	8
63	353	0
81	476	3
25	434	5
6	14	6
142	92	5
71	339	9
107	404	7
50	396	3
94	2	5
33	310	3
157	9	8
3	67	5
176	17	8
63	217	9
65	232	4
89	439	7
140	437	2
157	31	3
129	62	1
4	74	0
9	319	1
51	388	3
113	316	9
32	430	6
62	20	2
186	359	5
40	192	6
171	232	0
82	43	9
61	361	0
154	293	9
103	56	5
181	70	3
32	69	6
151	124	9
174	462	9
98	13	1
62	161	3
193	132	2
77	228	6
40	238	7
4	182	8
182	169	0
16	12	2
19	37	0
4	336	4
100	233	7
180	90	4
102	414	3
38	104	5
52	81	0
173	267	8
14	294	7
163	340	8
2	232	3
160	303	8
69	449	3
27	292	2
89	151	3
58	218	9
196	117	4
112	102	3
49	182	0
129	498	7
94	66	8
79	464	0
112	454	2
89	363	5
104	160	6
116	186	0
174	325	8
77	364	8
84	258	8
168	54	5
183	330	6
57	135	4
40	258	2
97	52	0
140	329	7
186	178	8
94	490	7
136	305	8
144	36	2
125	287	5
164	167	1
110	219	5
66	87	5
103	465	7
5	301	2
36	385	4
34	385	5
137	288	7
140	74	7
190	346	3
89	205	0
40	77	1
144	5	7
170	436	2
43	340	4
6	295	1
151	395	9
44	35	9
49	36	6
35	329	8
105	318	9
38	146	0
138	394	6
0	204	3
138	367	2
117	271	1
13	31	3
98	313	9
193	432	1
9	362	4
125	454	3
28	285	1
143	186	7
109	472	4
82	298	6
29	440	4
76	266	2
152	424	3
47	215	8
154	31	5
173	171	8
15	496	3
29	323	1
198	234	1
3	496	6
168	218	2
57	435	9
194	291	7
137	337	2
66	353	9
124	44	2
191	485	0
147	415	2
39	53	8
158	379	8
9	142	9
115	456	8
153	444	8
75	388	0
32	394	5
197	479	6
118	478	2
113	320	1
124	130	1
79	171	4
15	136	0
98	333	2
14	309	7
147	409	4
41	308	2
168	0	4
22	138	3
50	51	6
184	497	6
162	462	7
150	112	9
99	350	6
154	429	9
14	417	2
76	384	6
167	282	3
75	122	0
93	494	4
98	7	8
3	465	0
124	230	1
150	355	4
171	115	9
35	212	4
23	398	0
179	46	5
173	111	7
58	67	0
46	443	3
198	114	8
111	413	0
52	443	0
81	314	3
177	274	7
23	345	9
9	274	6
92	291	0
169	183	3
81	191	2
191	388	5
161	18	9
59	156	6
178	315	8
136	236	3
164	207	4
150	232	1
114	160	0
16	335	9
101	420	5
169	3	2
123	222	3
122	0	0
68	65	0
106	375	5
103	216	7
143	73	9
120	345	9
89	331	6
84	299	3
58	311	0
149	417	5
13	162	2
149	258	3
179	494	2
109	62	7
25	16	5
189	237	7
1	497	4
98	148	0
51	296	5
183	78	9
169	3	5
14	334	5
80	175	7
190	426	5
38	217	5
116	452	3
66	162	5
143	449	1
161	399	9
174	146	8
52	116	8
74	54	2
163	338	3
89	490	0
59	295	1
103	452	3
44	411	3
108	495	1
100	61	3
0	196	0
192	62	5
195	101	6
20	91	8
13	371	4
24	252	2
16	48	9
5	472	5
121	333	2
193	281	5
41	215	7
23	461	4
51	27	2
62	138	0
197	43	0
7	82	3
90	252	2
48	394	4
8	355	9
70	26	3
123	325	1
1	14	4
136	45	3
32	18	7
86	491	3
105	161	1
9	146	8
199	1	0
116	166	1
154	312	8
40	58	6
2	353	3
49	76	9
30	489	5
15	110	5
127	13	7
162	429	1
79	135	1
152	430	4
149	313	9
66	490	7
0	111	4
32	432	0
31	46	1
121	489	2
132	332	4
111	70	3
119	344	2
143	203	1
99	131	3
13	248	3
69	341	1
156	96	0
41	233	9
121	274	4
150	66	1
188	241	9
153	440	3
72	345	0
34	444	8
171	335	8
130	363	4
18	128	6
89	393	1
113	78	8
158	145	9
45	364	6
177	36	1
199	86	5
105	325	8
8	476	6
11	375	1
22	309	2
117	252	1
129	92	8
156	117	3
115	67	5
153	395	9
42	477	3
190	293	1
170	353	9
61	146	6
169	217	6
174	301	1
113	172	0
96	476	3
59	323	2
149	75	6
149	67	8
144	435	6
101	342	1
84	264	0
187	68	1
99	272	2
120	341	5
128	164	4
64	342	3
110	325	3
152	121	8
62	205	3
83	177	7
69	348	0
64	352	6
32	110	8
53	45	2
15	412	8
109	190	7
91	399	2
69	237	0
38	121	7
168	298	7
95	158	5
36	360	9
88	170	5
41	335	8
190	395	5
3	202	8
140	194	7
91	252	1
40	404	2
66	432	8
65	368	1
183	108	2
154	2	1
102	8	5
83	137	3
125	428	9
114	416	7
47	19	6
136	93	1
15	149	3
82	441	4
130	478	8
159	441	1
39	216	1
180	490	6
0	483	6
176	210	9
91	397	7
118	364	7
143	438	5
79	353	7
115	293	9
74	153	2
92	384	1
77	157	6
82	356	2
38	234	1
23	91	0
85	56	2
159	129	7
20	64	0
116	460	5
113	227	7
90	94	3
19	263	4
156	88	4
80	141	2
44	301	9
55	166	3
193	151	2
179	122	4
131	20	7
35	105	6
161	347	8
124	455	1
138	204	0
193	489	6
126	448	0
100	178	0
129	15	3
139	20	2
34	374	0
44	40	8
13	97	4
154	457	7
28	54	6
19	55	9
183	464	6
49	3	0
127	321	9
183	428	6
73	86	3
11	318	5
146	169	1
115	274	2
82	248	7
121	304	0
143	459	5
80	159	0
63	136	9
154	57	1
185	486	4
58	483	4
158	3	0
106	308	2
10	6	6
68	373	0
37	417	1
119	4	9
80	30	8
173	278	1
194	37	2
32	274	2
46	35	2
141	46	3
119	92	7
40	144	3
114	411	7
79	266	3
4	191	6
109	414	7
68	71	0
30	405	0
165	74	7
73	471	7
102	490	5
2	466	4
5	281	9
15	480	4
47	298	0
129	384	2
166	71	4
59	204	8
113	445	5
102	272	0
66	126	9
138	66	2
132	423	8
150	252	3
63	130	9
197	38	6
112	160	5
28	37	2
195	299	9
60	474	1
126	293	5
165	84	6
115	14	4
43	362	0
51	211	2
141	1	5
41	358	5
162	44	1
155	105	5
17	155	9
168	219	9
94	70	6
93	471	3
137	401	3
194	359	3
166	428	5
42	53	0
144	79	9
129	433	8
184	332	6
167	260	6
102	88	9
1	195	4
31	187	1
174	489	0
115	210	7
61	109	1
9	148	5
68	456	9
192	2	4
191	5	5
82	227	5
49	23	9
17	352	5
111	253	1
104	148	0
15	93	8
65	401	6
76	256	2
9	424	2
151	265	1
89	190	0
50	189	5
49	388	1
57	477	6
50	138	1
167	319	0
42	473	9
132	123	3
86	373	7
66	307	8
37	237	7
23	307	4
56	489	6
107	432	5
125	101	7
136	292	8
197	123	8
133	447	0
170	390	4
4	488	4
2	273	4
194	334	3
46	439	8
84	359	3
71	266	8
144	440	4
86	293	2
197	17	1
26	256	8
36	328	4
169	278	2
36	118	1
112	46	4
102	443	1
171	138	6
187	98	8
177	259	2
11	12	3
55	131	9
175	291	7
100	446	6
56	459	4
127	419	1
99	114	0
150	309	1
115	77	1
62	102	3
67	156	2
119	427	6
162	463	8
20	188	3
118	284	1
175	421	8
30	285	1
99	39	7
160	408	4
60	252	0
66	473	0
145	207	4
31	357	4
75	100	4
168	343	5
127	398	9
129	461	3
59	276	3
28	163	8
60	214	0
107	444	5
101	172	8
83	332	2
101	38	3
198	43	4
9	112	0
44	75	8
101	384	6
72	15	8
81	389	9
70	399	3
55	417	8
98	306	0
79	138	4
94	499	8
148	213	1
12	368	4
72	100	3
161	2	5
77	384	1
34	491	0
163	170	6
53	79	0
110	410	5
1	347	1
47	447	6
54	172	3
25	99	9
119	358	3
0	224	7
193	156	5
162	107	1
159	341	5
2	424	4
98	310	7
43	480	7
74	281	2
153	284	8
30	406	7
56	261	6
91	265	1
160	408	1
79	414	8
115	408	9
92	214	7
111	347	1
136	241	1
95	220	1
125	484	6
188	162	0
17	426	8
197	350	4
34	269	4
185	354	5
183	310	0
4	329	8
112	469	4
80	81	1
120	335	3
172	320	0
190	60	9
67	38	5
128	189	9
93	10	8
156	334	4
198	450	6
151	192	6
75	27	7
187	174	2
102	376	1
35	270	4
115	331	1
7	287	6
141	354	4
69	346	7
17	373	9
46	56	1
46	47	0
162	108	0
134	481	0
73	260	3
192	124	8
178	64	2
14	0	4
121	257	2
183	433	1
120	3	6
157	119	9
140	31	5
103	325	2
189	353	0
43	331	6
78	82	1
136	320	2
100	171	6
175	64	5
108	256	1
28	499	0
14	49	2
17	233	2
19	304	2
22	316	2
19	312	7
18	192	7
100	224	7
70	186	4
50	347	7
19	121	1
11	380	3
26	152	2
86	89	0
24	402	7
49	247	3
43	66	1
59	381	9
133	265	2
79	125	4
34	488	7
31	269	4
68	483	6
125	386	0
113	138	0
8	214	8
199	452	1
0	438	7
89	406	9
147	133	5
137	363	2
195	81	8
2	427	6
157	455	1
145	45	6
59	293	6
128	491	7
36	198	0
115	300	7
1	338	8
113	283	4
41	405	9
181	23	9
98	216	2
87	379	3
156	117	4
165	86	7
195	475	0
36	441	9
178	311	9
26	192	1
193	383	9
99	171	4
101	265	4
13	110	1
169	446	3
17	477	5
146	137	3
22	219	1
107	91	1
56	260	9
166	368	1
173	62	7
90	10	1
109	61	5
152	255	2
147	445	1
160	202	2
67	48	3
102	174	7
113	216	5
90	327	3
105	472	3
3	449	4
165	1	4
114	121	0
139	141	2
186	156	9
75	228	9
27	273	5
101	27	2
36	57	1
94	211	8
161	180	3
79	319	9
196	492	6
199	320	2
108	1	9
144	346	8
148	419	2
1	230	2
38	59	4
61	69	3
62	98	3
189	274	9
66	447	1
42	178	4
97	119	2
174	447	0
105	187	6
48	249	8
16	43	0
194	323	4
19	281	8
75	212	7
77	473	6
183	353	9
103	10	3
114	181	3
69	136	6
167	11	9
162	233	1
76	433	9
51	21	1
192	177	4
57	29	0
137	460	3
150	3	0
106	373	5
176	26	1
136	163	3
166	196	4
73	418	3
81	191	4
79	341	2
82	12	9
51	447	7
166	451	3
173	487	7
97	175	5
1	103	2
13	160	4
177	487	8
25	69	8
88	71	8
105	243	5
1	394	9
102	161	9
140	34	3
30	382	3
177	318	7
87	276	5
182	276	4
141	399	9
37	262	1
58	430	3
106	115	6
152	220	1
65	387	6
121	296	7
187	113	2
21	85	8
169	466	9
185	128	9
48	250	0
184	164	0
167	89	7
80	204	7
86	170	6
186	86	1
54	42	2
30	184	9
168	206	1
126	2	5
20	155	9
170	300	1
15	457	7
1	299	5
99	450	4
63	246	0
171	232	1
149	114	5
47	38	6
195	204	9
135	418	4
112	419	6
41	394	7
189	257	2
108	70	4
167	380	1
78	419	1
157	237	4
81	2	5
184	33	6
20	412	7
22	407	1
199	334	3
2	311	6
62	141	2
122	0	7
57	99	3
5	40	3
89	385	4
167	56	5
4	309	1
70	3	9
61	274	1
100	337	4
192	262	6
63	288	4
129	206	0
92	326	2
164	90	1
82	174	4
63	153	4
175	38	8
136	68	7
174	166	2
183	400	4
183	5	5
199	157	9
79	53	1
190	345	8
28	267	1
23	193	7
3	246	6
99	277	8
162	455	2
180	298	6
143	135	0
103	29	0
134	480	3
37	140	6
2	241	7
67	465	9
148	405	4
14	384	8
95	172	9
39	190	1
134	61	0
86	436	2
127	151	0
19	483	1
115	439	8
128	106	0
127	379	9
197	154	0
48	307	4
144	482	3
24	366	2
14	162	2
157	369	9
153	409	0
184	412	9
73	43	4
194	19	3
117	484	0
45	439	9
111	372	3
88	474	9
9	24	7
66	481	0
137	271	8
65	160	1
177	366	7
155	17	5
144	392	3
142	150	5
121	276	5
56	198	5
84	341	9
154	234	8
152	24	9
113	34	3
140	484	1
153	477	5
163	242	7
62	204	3
112	452	8
142	273	3
162	354	2
97	327	3
115	437	1
119	380	9
83	471	1
121	252	8
73	178	2
191	492	6
151	224	3
20	459	5
149	112	5
12	430	6
9	478	9
179	299	2
154	16	4
81	34	7
122	396	0
172	314	1
52	294	2
75	444	5
48	281	9
99	31	7
51	84	9
78	404	7
138	495	0
148	51	6
133	177	5
42	75	8
159	207	2
5	268	9
124	446	1
52	191	7
14	10	4
172	85	8
194	499	4
61	319	2
2	226	0
76	404	7
80	409	3
